title,artist,album,originalGenre,bpm,initialKey,volume,speed,beats,age,vocals,instruments,funk,attitude,weight,pitch,melody,energy,voice,sounds,mood,genre,other,dir
Hello Meow,Squarepusher,Squarepusher,,160,Am,loud,fast,flowing,old,electro,electronic,funky,cute,light,high,melodic,active,ambient,balanced,calm,techno,timeless,D:\Music\All\Squarepusher - Hello Meow (Live).mp3
Iambic 9 Poetry,Squarepusher,Squarepusher,,103,D,loud,slow,flowing,modern,electro,electronic,unusual beautiful,cute,light,high,melodic,passive,ambient,,sad,atmospheric,timeless,D:\Music\All\Squarepusher - Iambic 9 Poetry.mp3
Clockwork,Stakka Skynet,Stakka Skynet,,86,G#m,loud,fast,rhythmic,new,electro,electronic,cool,neutral,heavy,high,minimal,active,industrial,strong,tense,dnb,,D:\Music\All\Stakka Skynet - Clockwork.mp3
Sun King,State Of Mind,State Of Mind,,87,F#m,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,deep,melodic,active,female,balanced,positive happy uplifting,dnb,timeless,D:\Music\All\State Of Mind - Sun King.mp3
Impossible,Shontelle,Shontelle,,90,Ab,loud,slow,flowing,new,vocal,electronic,beautiful funky,cute,light,high,melodic,passive,female,,sad,atmospheric pop,,D:\Music\All\Shontelle - Impossible.mp3
You Me,Skrux,Skrux,,70,Gm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,robo,balanced,positive,techno,,D:\Music\All\Skrux - You Me.mp3
All Night,Stonebank,Stonebank,,85,Fm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,balanced,positive happy uplifting,techno,timeless,D:\Music\All\Stonebank - All Night.mp3
Stronger,Stonebank,Stonebank,,85,Fm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,balanced,positive,dnb,,D:\Music\All\Stonebank - Stronger (Emel).mp3
U Sure Do,Strike,Strike,,128,Ebm,loud,fast,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive,techno,timeless,D:\Music\All\Strike - U Sure Do.mp3
Ark,Ship Wrek Zookeepers,Ship Wrek Zookeepers,,75,Cm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,robo,balanced,calm,techno,,D:\Music\All\Ship Wrek Zookeepers - Ark.mp3
Born To Be Wild,Steppenwolf,Steppenwolf,,73,Em,loud,slow,flowing,old,vocal,guitar,funky,cute,light,high,melodic,active,male,,positive,rock,,D:\Music\All\Steppenwolf - Born To Be Wild.mp3
Round Round,Sugababes,Sugababes,,127,C#m,loud,fast,flowing,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive,pop,,D:\Music\All\Sugababes - Round Round.mp3
Rappers Delight,Sugarhill Gang,Sugarhill Gang,,127,Em,loud,fast,rhythmic,old,vocal,electronic,funky,cute,light,high,minimal,active,male,,positive,house,,D:\Music\All\Sugarhill Gang - Rappers Delight (Reelow).mp3
Falling Stars,Sunset Strippers,Sunset Strippers,,124,Cm,loud,progressive,rhythmic,modern,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,calm,techno pop,,D:\Music\All\Sunset Strippers - Falling Stars.mp3
Music For 18 Musicians,Steve Reich,Steve Reich,,,F#m,loud,fast,rhythmic,classical classy modern,vocal,classic,cool,neutral,light,high,minimal,active,female,balanced,uplifting,atmospheric,long timeless,D:\Music\All\Steve Reich - Music For 18 Musicians.mp3
Neon Feel,Suspect 44,Suspect 44,,126,Cm,loud,progressive,rhythmic,modern,vocal,electronic,funky,cute,light,high,dance,active,female,balanced,positive happy uplifting,house techno,timeless,D:\Music\All\Suspect 44 - Neon Feel.mp3
Don't You Worry Child,Swedish House Mafia,Swedish House Mafia,,129,Bm,loud,fast,flowing,new,vocal,electronic,epic,cute,light,high,melodic,active,male,,positive uplifting,techno pop,timeless,D:\Music\All\Swedish House Mafia - Don't You Worry Child (John Martin Pete Tong).mp3
Emotion District,Sweet Coffee,Naked City,House,143,A,loud,progressive,rhythmic,modern,electro,electronic,beautiful,serious,heavy,high,melodic,active,ambient,strong,tense,techno,timeless,D:\Music\All\Sweet Coffee - Emotion District (Outro).mp3
Forever In Love,Sylver,Sylver,,137,Bm,loud,fast,flowing,old,vocal,electronic,funky,cute,light,high,dance,active,female,,calm,techno pop,,D:\Music\All\Sylver - Forever In Love.mp3
Bow And Arrow,T  Mass,T  Mass,,74,Cm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,positive,techno,,D:\Music\All\T  Mass - Bow And Arrow.mp3
Bow And Arrow,T Mass,T Mass,,74,Cm,loud,fast,rhythmic,modern new,vocal,electronic,funky,cute neutral,light,,melodic,active,male,,positive,,,D:\Music\All\T Mass - Bow And Arrow.mp3
Once In A Lifetime,Talking Heads,Talking Heads,,116,F#m,loud,slow,flowing,old,vocal,guitar,funky,cute,light,high,melodic,active,male,,positive,rock,,D:\Music\All\Talking Heads - Once In A Lifetime.mp3
1812 Overture,Tchaikovsky,Tchaikovsky,,174,Ebm,loud,fast,flowing,classical,instrumental,classic,cool,serious,light,high,melodic,active,ambient,balanced,tense,atmospheric,,D:\Music\All\Tchaikovsky - 1812 Overture.mp3
Waltz Of The Flowers,Tchaikovsky,Tchaikovsky,,150,Db,loud,slow,rhythmic,classical,instrumental,classic,beautiful,cute,light,high,melodic,active,ambient,gentle,positive happy uplifting,atmospheric,,D:\Music\All\Tchaikovsky - Waltz Of The Flowers.mp3
Everybody Wants To Rule The World,Tears For Fears,Tears For Fears,Other,168,Am,loud,fast,rhythmic,old,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,positive,pop,timeless,D:\Music\All\Tears For Fears - Everybody Wants To Rule The World.mp3
Tell Me Why,Supermode,Supermode,,129,Em,loud,progressive,rhythmic,old,vocal,electronic,funky,cute,light,high,melodic,passive,male,balanced,calm,techno pop,,D:\Music\All\Supermode - Tell Me Why.mp3
Pump Up The Jam,Technotronic,Technotronic,,127,C#m,loud,fast,rhythmic,new,vocal,electronic,funky,serious,heavy,high,melodic,active,male,strong,tense,techno,,D:\Music\All\Technotronic - Pump Up The Jam (Luca Lush).mp3
Join The Dots,Sub Focus,Sub Focus,,87,G#m,loud,fast,rhythmic,new,electro,electronic,funky,serious,light,high,melodic,active,ambient,balanced,positive happy,dnb,,D:\Music\All\Sub Focus - Join The Dots.mp3
Suga,Technasia and Green Velvet,Technasia and Green Velvet,,125,Cm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,male,,positive happy,house,timeless,D:\Music\All\Technasia and Green Velvet - Suga.mp3
The Quest,Teebee Calyx,Teebee Calyx,,172,Em,loud,fast,rhythmic,new,electro,electronic,cool,serious,heavy,deep,minimal,active,industrial,strong,tense,dnb,,D:\Music\All\Teebee Calyx - The Quest.mp3
We've Only Just Begun,Teebee Calyx,Ester Dean,Dance,172,Am,loud,fast,rhythmic,new,vocal,electronic,cool,serious,light,high,melodic,active,female,balanced,calm,dnb,,D:\Music\All\Teebee Calyx - We've Only Just Begun (Michael Woods).mp3
Bounce,Teebee,Teebee,,85,F#m,loud,fast,rhythmic,old,vocal,electronic,cool,serious,heavy,deep,melodic,active,female,strong,tense,dnb,,D:\Music\All\Teebee - Bounce.mp3
Inner Smile,Texas,Texas,Other,106,Am,loud,slow,flowing,old,vocal,electronic,funky,cute,light,high,melodic,active,female,,positive happy uplifting,pop,timeless,D:\Music\All\Texas - Inner Smile.mp3
Seve,Tez Cadey,Tez Cadey,,121,F,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,chorus,,positive,house,,D:\Music\All\Tez Cadey - Seve.mp3
Dance This Mess Around,The B52,The B52,,76,Bbm,loud,fast,flowing,old,vocal,guitar,funky,cute,light,high,melodic,active,female,,positive happy uplifting,rock,tofix timeless,D:\Music\All\The B52 - Dance This Mess Around.mp3
Back In The USSR,The Beatles,The Beatles,,142,Am,loud,fast,flowing,classy,vocal,guitar,funky,cute,light,high,melodic,active,male,balanced,positive happy uplifting,rock,timeless,D:\Music\All\The Beatles - Back In The USSR.mp3
Sweet Harmony,The Beloved,The Beloved,,102,Ebm,loud,slow,flowing,old,vocal,electronic,beautiful,cute,light,high,melodic,active,male female,,positive uplifting,pop,timeless,D:\Music\All\The Beloved - Sweet Harmony.mp3
Do U Wanna Dance,The Bitch Hotel,The Bitch Hotel,,128,Fm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,male female,,positive happy uplifting,house,timeless,D:\Music\All\The Bitch Hotel - Do U Wanna Dance.mp3
Ode To The Bouncer,Studio Killers,Studio Killers,,123,G#m,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,male female,,positive happy,house,timeless,D:\Music\All\Studio Killers - Ode To The Bouncer.mp3
Something Just Like This,The Chainsmokers and Coldplay,The Chainsmokers and Coldplay,,103,Bm,loud,slow,flowing,new,vocal,electronic,funky,cute,light,high,melodic,active,male,,positive,pop,,D:\Music\All\The Chainsmokers and Coldplay - Something Just Like This.mp3
Hey Boy Hey Girl,The Chemical Brothers,The Chemical Brothers,,127,D,loud,progressive,rhythmic,old,vocal,electronic,cool,cute,light,high,melodic dance,active,male,strong,positive,techno,timeless,D:\Music\All\The Chemical Brothers - Hey Boy Hey Girl.mp3
Let Forever Be,The Chemical Brothers,The Chemical Brothers,,127,Eb,loud,fast,flowing,old,vocal,electronic,beautiful,cute,light,high,melodic,active,male,,positive uplifting,techno pop,timeless,D:\Music\All\The Chemical Brothers - Let Forever Be.mp3
Pump Up The Jam,Technotronic,Technotronic,,125,Cm,loud,progressive,rhythmic,old,vocal,electronic,funky,cute,heavy,high,melodic,active,male female,,positive,house,,D:\Music\All\Technotronic - Pump Up The Jam.mp3
Where Do I Begin,The Chemical Brothers,The Chemical Brothers,,102,Am,loud,slow,flowing,old,vocal,electronic,beautiful epic,cute,light,high,melodic,active,female,balanced,positive uplifting,atmospheric techno,timeless,D:\Music\All\The Chemical Brothers - Where Do I Begin.mp3
Arrival Of The Birds and Transformation,The Cinematic Orchestra,The Cinematic Orchestra,,86,G#m,loud,slow,flowing,modern,instrumental,orchestra,unusual beautiful,cute,light,high,melodic,passive,ambient,,calm,atmospheric,timeless,D:\Music\All\The Cinematic Orchestra - Arrival of The Birds and Transformation.mp3
Arrival Of The Birds Transformation,The Cinematic Orchestra,The Cinematic Orchestra,Other,172,G#m,loud,slow,flowing,new,electro,electronic,beautiful,cute,light,high,melodic,active,ambient,soft,sad,atmospheric,vika timeless,D:\Music\All\The Cinematic Orchestra - Arrival Of The Birds Transformation.mp3
This City,Tekkon Kinkreet,Tekkon Kinkreet,,77,Am,loud,slow,flowing,modern,electro,electronic,unusual beautiful,serious,light,high,melodic,active,ambient,,positive uplifting,atmospheric,timeless,D:\Music\All\Tekkon Kinkreet - This City.mp3
Peace Frog,The Doors,The Doors,,113,Em,loud,fast,flowing,old,vocal,guitar,funky,cute,light,high,melodic,active,male,,positive happy,rock,,D:\Music\All\The Doors - Peace Frog.mp3
Riders On The Storm,The Doors,The Doors,,105,Em,loud,slow,flowing,old,vocal,guitar,cool,chill,light,high,melodic,passive,male,,calm,rock,,D:\Music\All\The Doors - Riders On The Storm.mp3
Roadhouse Blues,The Doors,The Doors,,91,Em,loud,slow,flowing,old,vocal,guitar,funky,serious,light,high,melodic,active,male,,positive,rock,,D:\Music\All\The Doors - Roadhouse Blues.mp3
Journey Of The Sorcerer,The Eagles,The Eagles,,173,C,loud,slow,flowing,classy,instrumental,orchestra,epic,cute,light,high,melodic,active,ambient,soft,positive uplifting,atmospheric,,D:\Music\All\The Eagles - Journey Of The Sorcerer (Guide to the Galaxy).mp3
The Kids Arent Alright,The Offspring,The Offspring,,100,Ebm,loud,fast,flowing,modern,vocal,guitar,cool,serious,heavy,high,melodic,active,male,,tense,rock,,D:\Music\All\The Offspring - The Kids Arent Alright.mp3
 Warriors Dance,The Prodigy,The Prodigy,,137,Fm,loud,fast,rhythmic,modern,vocal,electronic,funky,serious,heavy,high,melodic,active,female,strong,positive,techno,,D:\Music\All\The Prodigy -  Warriors Dance.mp3
Just Cant Get Enough,The Black Eyed Peas,The Black Eyed Peas,,188,Cm,loud,slow,flowing,modern,vocal,electronic,funky,cute,light,high,melodic,passive,male female,balanced,calm,pop,,D:\Music\All\The Black Eyed Peas - Just Cant Get Enough.mp3
Narayan,The Prodigy,The Prodigy,,129,Fm,loud,progressive,rhythmic,modern,vocal,electronic,funky,serious,heavy,deep,melodic,active,male,strong,tense,techno,timeless,D:\Music\All\The Prodigy - Narayan.mp3
One Love,The Prodigy,The Prodigy,,74,Db,loud,fast,rhythmic,modern,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,positive,techno,,D:\Music\All\The Prodigy - One Love.mp3
Molotov Bitch,The Prodigy,The Prodigy,,103,Cm,loud,slow,rhythmic,modern,electro,electronic,cool,serious,heavy,high,melodic,active,industrial,strong,tense,techno,,D:\Music\All\The Prodigy - Molotov Bitch.mp3
Stand Up,The Prodigy,The Prodigy,,100,F#m,loud,slow,rhythmic,modern,electro,electronic,funky,cute,heavy,high,melodic,active,industrial,balanced,positive happy,atmospheric techno,,D:\Music\All\The Prodigy - Stand Up.mp3
I Hate This Part,The Pussycat Dolls,The Pussycat Dolls,,112,Dm,loud,slow,flowing,new,vocal,electronic,beautiful,cute,light,high,melodic,active,female,,calm,pop,,D:\Music\All\The Pussycat Dolls - I Hate This Part.mp3
Spitfire,The Prodigy,The Prodigy,,122,Cm,loud,progressive,rhythmic,modern,vocal,electronic,funky,serious,heavy,high,melodic,active,male,strong,tense,techno,timeless,D:\Music\All\The Prodigy - Spitfire.mp3
In The Shadows,The Rasmus,The Rasmus,,106,F#m,loud,slow,flowing,modern,vocal,guitar,funky,cute,light,high,melodic,active,male,,calm,rock,,D:\Music\All\The Rasmus - In The Shadows.mp3
Route 66,The Rolling Stones,The Rolling Stones,,85,Am,loud,fast,flowing,old,vocal,guitar,funky,cute,light,high,melodic,passive,male,,positive,rock,,D:\Music\All\The Rolling Stones - Route 66.mp3
Forever Is Over,The Saturdays,Forever Is Over,,135,Bbm,loud,fast,flowing,new,vocal,guitar,funky,cute,heavy,high,melodic,active,female,balanced,calm,pop,,D:\Music\All\The Saturdays - Forever Is Over.mp3
The Test,The Chemical Brothers,The Chemical Brothers,,97,Cm,loud,fast,flowing,modern,vocal,electronic,unusual epic,cute,light,high,melodic,active,male,,positive happy uplifting,techno pop,timeless,D:\Music\All\The Chemical Brothers - The Test.mp3
Bitter Sweet Symphony,The Verve,The Verve,Other,171,A,loud,slow,flowing,old,vocal,acoustic,beautiful epic,serious,heavy,high,melodic,passive,male,balanced,calm,atmospheric pop,timeless,D:\Music\All\The Verve - Bitter Sweet Symphony.mp3
Stompbox,The Qemists,The Qemists,,86,G#m,loud,fast,rhythmic,new,electro,electronic,cool,neutral,heavy,high,minimal,active,industrial,strong,tense,dnb,,D:\Music\All\The Qemists - Stompbox (Spor).mp3
Time Lapse,Thefatrat,Thefatrat,,127,Bm,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,active,robo,balanced,positive,techno,,D:\Music\All\Thefatrat - Time Lapse.mp3
Windfall,Thefatrat,Thefatrat,,102,Eb,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,active,ambient,balanced,positive happy,techno,,D:\Music\All\Thefatrat - Windfall.mp3
Lightning,The Wanted,The Wanted,Other,135,Eb,loud,fast,rhythmic,new,vocal,electronic,epic,cute,light,high,melodic dance,active,male,balanced,positive happy uplifting,techno pop,timeless,D:\Music\All\The Wanted - Lightning.mp3
Starlight,The Supermen Lovers,The Supermen Lovers,,128,Fm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,male female,,positive,house,timeless,D:\Music\All\The Supermen Lovers - Starlight (Mani Hoffman).mp3
I Will Be Here,Tiesto,Tiesto,,128,F#m,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,calm,techno,,D:\Music\All\Tiesto - I Will Be Here (Wolfgang Gartner).mp3
High,Tigerskin,Tigerskin,,120,Dm,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,minimal,passive,male,balanced,positive,house,,D:\Music\All\Tigerskin - High.mp3
Seek Bromance,Tim Berg,Tim Berg,,123,Bm,loud,fast,flowing,new,vocal,electronic,funky,cute,heavy,high,melodic,passive,male,,calm,techno pop,,D:\Music\All\Tim Berg - Seek Bromance (Jerome Price).mp3
Carry Out (Justin Timberlake),Timbaland,Timbaland,,99,Ebm,loud,slow,flowing,modern,vocal,electronic,funky,cute,light,high,melodic,active,male,balanced,positive,pop,,D:\Music\All\Timbaland - Carry Out (Justin Timberlake).mp3
Xenogenesis,Thefatrat,Thefatrat,,73,Ebm,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,active,robo,balanced,positive,techno,,D:\Music\All\Thefatrat - Xenogenesis.mp3
If We Ever Meet Again (Katy Perry),Timbaland,Timbaland,,126,Fm,loud,progressive,flowing,,vocal,electronic,funky,cute,light,high,melodic,active,male female,balanced,positive,pop,,D:\Music\All\Timbaland - If We Ever Meet Again (Katy Perry).mp3
74 75,The Connells,The Connells,,72,B,loud,slow,flowing,old,vocal,guitar,beautiful,cute,light,high,melodic,passive,male,,calm,rock,,D:\Music\All\The Connells - 74 75.mp3
Always Something There To Remind Me,Tin Tin Out Feat. Espiritu,Tin Tin Out Feat. Espiritu,,130,A,loud,progressive,rhythmic,old,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy uplifting,techno pop,timeless,D:\Music\All\Tin Tin Out Feat. Espiritu - Always Something There To Remind Me.mp3
Greece 2000,Three Drives,Three Drives,,132,G#m,loud,fast,rhythmic,old,electro,electronic,funky,neutral,light,high,melodic,passive,ambient,,calm,trance,,D:\Music\All\Three Drives - Greece 2000.mp3
Colors,Tobu,NoCopyrightSounds,Progressive House,128,A,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,active,ambient,balanced,positive,techno,,D:\Music\All\Tobu - Colors.mp3
Hope,Tobu,Tobu,,128,Bb,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,active,ambient,balanced,positive happy,techno,,D:\Music\All\Tobu - Hope.mp3
Candyland,Tobu,Tobu,,128,E,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,active,ambient,balanced,positive happy,techno,,D:\Music\All\Tobu - Candyland.mp3
Seven,Tobu,Tobu,,128,A,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,passive,ambient,,calm,techno,,D:\Music\All\Tobu - Seven.mp3
Sound Of Goodbye,Tobu,Tobu,,128,C,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,passive,robo,,calm,techno,,D:\Music\All\Tobu - Sound Of Goodbye.mp3
Infectious,Tobu,Tobu,,128,C,loud,fast,rhythmic,new,electro,electronic,funky,cute,light,high,melodic,active,ambient,balanced,positive,techno,,D:\Music\All\Tobu - Infectious.mp3
Jumpin,Todd Terry,Todd Terry,,123,G#m,loud,progressive,rhythmic,old,vocal,electronic,unusual funky,naughty,heavy,deep,minimal,active,female,,positive,techno,timeless,D:\Music\All\Todd Terry - Jumpin.mp3
Comfort Fit She Knows Me Now,Tokyo Dawn Records,Tokyo Dawn Records,Other,94,Bm,loud,slow,rhythmic,modern,vocal,electronic,unusual funky,chill,heavy,high,melodic,passive,male,,calm,chillout,timeless,D:\Music\All\Tokyo Dawn Records - Comfort Fit She Knows Me Now (Acid Jazz).mp3
All Things,Tokyo Prose,Tokyo Prose,,87,Bm,loud,fast,rhythmic,new,,electronic,funky,chill,light,high,melodic,active,male,balanced,calm,dnb,,D:\Music\All\Tokyo Prose - All Things.mp3
Runnin Down A Dream,Tom Petty and The Heartbreakers,Tom Petty and The Heartbreakers,,85,Em,loud,fast,flowing,old,vocal,guitar,funky,cute,light,high,melodic,active,male,,positive happy uplifting,rock,timeless,D:\Music\All\Tom Petty and The Heartbreakers - Runnin Down A Dream.mp3
Found A Place,Tony Lionni,Tony Lionni,,125,Gm,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,minimal,passive,female,balanced,calm,house,,D:\Music\All\Tony Lionni - Found A Place.mp3
Fast Car,Tracy Chapman,Tracy Chapman,,103,A,loud,slow,flowing,old,vocal,guitar,beautiful,serious,light,high,melodic,passive,male,,sad,pop,,D:\Music\All\Tracy Chapman - Fast Car.mp3
Musak,Trisco,Trisco,,128,Am,loud,progressive,rhythmic,old,electro,electronic,funky,cute,light,high,dance,active,male,,positive,trance,,D:\Music\All\Trisco - Musak.mp3
Feel Alright,Troy Brown,Troy Brown,,127,Ebm,loud,fast,rhythmic,new,vocal,electronic,funky,cute,light,high,dance,active,male,,positive happy,house,timeless,D:\Music\All\Troy Brown - Feel Alright.mp3
Soul Tied,Tru Concept,Tru Concept,,124,G#m,loud,progressive,flowing,new,vocal,electronic,funky,serious,light,high,melodic,passive,female,,calm,techno pop,,D:\Music\All\Tru Concept - Soul Tied.mp3
Fearless,Tule,Tule,,110,Ebm,loud,progressive,flowing,new,vocal,electronic,cool,serious,heavy,deep,melodic,passive,female,,tense,techno,,D:\Music\All\Tule - Fearless.mp3
Constant Reminder,Two Lone Swordsmen,Two Lone Swordsmen,Other,100,B,loud,slow,flowing,old,electro,electronic,beautiful,chill,light,high,melodic,passive,ambient,balanced,calm,atmospheric,,D:\Music\All\Two Lone Swordsmen - Constant Reminder.mp3
Sexbeat,Two Lone Swordsmen,Two Lone Swordsmen,,77,Am,loud,fast,flowing,new,vocal,guitar,cool,serious,heavy,deep,melodic,active,male,,tense,rock,timeless,D:\Music\All\Two Lone Swordsmen - Sexbeat.mp3
Archangel,Two Steps From Hell,Two Steps From Hell,,80,Am,loud,fast,rhythmic,new,instrumental,electronic,epic,serious,light,high,melodic,active,ambient,balanced,positive uplifting,atmospheric,timeless,D:\Music\All\Two Steps From Hell - Archangel.mp3
El Dorado,Two Steps From Hell,Two Steps From Hell,,94,Cm,loud,fast,rhythmic,new,instrumental,electronic,epic funky,cute,heavy,high,melodic,active,ambient,balanced,positive happy uplifting,atmospheric,timeless,D:\Music\All\Two Steps From Hell - El Dorado (Skyworld).mp3
Heart Of Courage,Two Steps From Hell,Two Steps From Hell,,135,Ebm,loud,slow,flowing,new,vocal instrumental,electronic,epic,serious,heavy,high,melodic,active,chorus,balanced,tense uplifting,atmospheric,,D:\Music\All\Two Steps From Hell - Heart Of Courage (Extended).mp3
Protectors Of The Earth,Two Steps From Hell,Two Steps From Hell,,73,Gm,loud,slow,flowing,new,vocal instrumental,electronic,epic,serious,heavy,high,melodic,active,chorus,balanced,tense,atmospheric,,D:\Music\All\Two Steps From Hell - Protectors Of The Earth.mp3
Strength Of A Thousand Men,Two Steps From Hell,Two Steps From Hell,,70,Cm,loud,fast,flowing,new,vocal instrumental,electronic,epic,serious,heavy,high,melodic,active,chorus,balanced,tense,atmospheric,,D:\Music\All\Two Steps From Hell - Strength Of A Thousand Men.mp3
Beautiful Day,U2,All That You Can't Leave Behind,Pop,136,Am,loud,fast,flowing,old,vocal,guitar,epic,cute,light,high,melodic,active,male,,positive happy,pop rock,timeless,D:\Music\All\U2 - Beautiful Day.mp3
"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,U2,Other,172,Ebm,loud,slow,flowing,modern,vocal,guitar,cool,serious,light,high,melodic,active,male,balanced,tense,atmospheric pop,,"D:\Music\All\U2 - Hold Me, Thrill Me, Kiss Me, Kill Me.mp3"
Pride,U2,U2,,105,Bm,loud,slow,flowing,old,vocal,guitar,funky,cute,light,high,melodic,active,male,,positive,pop rock,,D:\Music\All\U2 - Pride.mp3
Sweetest Thing,U2,U218 Singles,Alternative,71,C,loud,slow,flowing,old,vocal,guitar,beautiful,cute,light,high,melodic,passive,male,,positive,pop rock,,D:\Music\All\U2 - Sweetest Thing.mp3
Where The Streets Have No Name,U2,U2,,126,Db,loud,slow,flowing,old,vocal,guitar,funky,cute,light,high,melodic,active,male,,positive,pop rock,,D:\Music\All\U2 - Where The Streets Have No Name (Live).mp3
Two Months Off,Underworld,Underworld,,135,Fm,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,male female,balanced,calm,house techno,timeless,D:\Music\All\Underworld - Two Months Off.mp3
Sunshine,Unit 2,Unit 2,,122,Ebm,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,passive,male,balanced,positive,house,,D:\Music\All\Unit 2 - Sunshine (Shine On).mp3
Out Of Touch,Uniting Nations,Uniting Nations,Other,130,Bm,loud,fast,rhythmic,old,vocal,electronic,funky,cute,light,high,melodic dance,active,female,balanced,calm,techno pop,,D:\Music\All\Uniting Nations - Out Of Touch.mp3
You And Me,Uniting Nations,Uniting Nations,,128,Bm,loud,fast,rhythmic,modern,vocal,electronic,funky,cute,light,high,melodic dance,active,male,balanced,positive happy,techno pop,,D:\Music\All\Uniting Nations - You And Me.mp3
The Key The Secret,Urban Cookie Collective,Urban Cookie Collective,,130,F,loud,progressive,rhythmic,old,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy,techno pop,,D:\Music\All\Urban Cookie Collective - The Key The Secret.mp3
Something Good,Utah Saints,Utah Saints,,129,G#m,loud,progressive,rhythmic,modern,vocal,electronic,funky,cute,light,high,melodic dance,active,male female,balanced,positive happy uplifting,house techno,timeless,D:\Music\All\Utah Saints - Something Good.mp3
Riptide,Vance Joy,Vance Joy,,116,Bbm,loud,,flowing rhythmic,new,vocal,electronic,funky,serious,light,high,melodic,active,male,,calm,techno pop,,D:\Music\All\Vance Joy - Riptide (Flicflac).mp3
A Thousand Miles,Vanessa Carlton,Vanessa Carlton,Other,190,B,loud,slow,flowing,modern,vocal,electronic,funky,cute,light,high,melodic,active,female,balanced,calm,pop,,D:\Music\All\Vanessa Carlton - A Thousand Miles.mp3
I Feel Love,Vanessa Mae,Vanessa Mae,,125,Cm,loud,slow,flowing,old,vocal,electronic,funky,cute,light,high,melodic,passive,female,,calm,trance,timeless,D:\Music\All\Vanessa Mae - I Feel Love.mp3
Boom Boom Boom Boom,Vengaboys,Vengaboys,,138,Ebm,loud,fast,rhythmic,old,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy uplifting,techno pop,,D:\Music\All\Vengaboys - Boom Boom Boom Boom.mp3
Shalala Lala,Vengaboys,Vengaboys,,124,Em,loud,slow,flowing,old,vocal,electronic,funky,cute,light,high,melodic,passive,female,,positive,techno pop,,D:\Music\All\Vengaboys - Shalala Lala.mp3
We Like To Party,Vengaboys,Vengaboys,,136,G#m,loud,fast,flowing,old,vocal,electronic,funky,cute,light,high,dance,active,female,,positive happy,techno pop,,D:\Music\All\Vengaboys - We Like To Party.mp3
Pachka Sigaret ,Viktor Tsoi,Viktor Tsoi,,175,Em,loud,slow,flowing,old,vocal,guitar,beautiful,cute,heavy,high,melodic,passive,male,balanced,sad,atmospheric,timeless,D:\Music\All\Viktor Tsoi - Pachka Sigaret .mp3
Get To Know You,Vincenzo,Vincenzo,,125,Dm,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,balanced,positive uplifting,techno,timeless,D:\Music\All\Vincenzo - Get To Know You.mp3
For You,Vintage Morelli,Vintage Morelli,,126,F,loud,progressive,rhythmic,new,vocal,electronic,funky,cute,light,high,melodic,active,female,,calm,techno,,D:\Music\All\Vintage Morelli - For You.mp3
Churchill,Vitaminsforyou,Vitaminsforyou,,118,Gm,loud,slow,flowing,old,vocal,electronic,unusual beautiful,cute,light,high,melodic,passive,male,,sad,atmospheric,timeless,D:\Music\All\Vitaminsforyou - Churchill.mp3
